"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"20 to 24","Cut/Pierce","2023","Alabama","--","340,723","--","--","--"
"20 to 24","Cut/Pierce","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Cut/Pierce","2023","Arkansas","--","205,062","--","--","--"
"20 to 24","Cut/Pierce","2023","California","29","2,522,898","1.15","--","1,240"
"20 to 24","Cut/Pierce","2023","Colorado","--","386,605","--","--","--"
"20 to 24","Cut/Pierce","2023","Connecticut","--","235,520","--","--","--"
"20 to 24","Cut/Pierce","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Cut/Pierce","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Cut/Pierce","2023","Idaho","--","131,089","--","--","--"
"20 to 24","Cut/Pierce","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Cut/Pierce","2023","Indiana","--","476,798","--","--","--"
"20 to 24","Cut/Pierce","2023","Kentucky","--","296,611","--","--","--"
"20 to 24","Cut/Pierce","2023","Louisiana","--","299,956","--","--","--"
"20 to 24","Cut/Pierce","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Cut/Pierce","2023","Massachusetts","--","478,952","--","--","--"
"20 to 24","Cut/Pierce","2023","Michigan","--","666,771","--","--","--"
"20 to 24","Cut/Pierce","2023","Minnesota","--","358,972","--","--","--"
"20 to 24","Cut/Pierce","2023","Mississippi","--","200,880","--","--","--"
"20 to 24","Cut/Pierce","2023","Missouri","--","406,038","--","--","--"
"20 to 24","Cut/Pierce","2023","Nevada","--","184,891","--","--","--"
"20 to 24","Cut/Pierce","2023","New Hampshire","--","85,169","--","--","--"
"20 to 24","Cut/Pierce","2023","New Jersey","10**","552,361","1.81**","--","427"
"20 to 24","Cut/Pierce","2023","New Mexico","--","143,132","--","--","--"
"20 to 24","Cut/Pierce","2023","New York","14**","1,243,632","1.13**","--","603"
"20 to 24","Cut/Pierce","2023","North Carolina","10**","727,133","1.38**","--","426"
"20 to 24","Cut/Pierce","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Cut/Pierce","2023","Oklahoma","--","286,327","--","--","--"
"20 to 24","Cut/Pierce","2023","Oregon","--","258,983","--","--","--"
"20 to 24","Cut/Pierce","2023","Pennsylvania","--","804,446","--","--","--"
"20 to 24","Cut/Pierce","2023","South Carolina","--","343,356","--","--","--"
"20 to 24","Cut/Pierce","2023","South Dakota","--","61,053","--","--","--"
"20 to 24","Cut/Pierce","2023","Tennessee","--","462,353","--","--","--"
"20 to 24","Cut/Pierce","2023","Texas","17**","2,118,618","0.80**","--","734"
"20 to 24","Cut/Pierce","2023","Utah","--","292,161","--","--","--"
"20 to 24","Cut/Pierce","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Cut/Pierce","2023","Washington","--","479,634","--","--","--"
"20 to 24","Cut/Pierce","2023","West Virginia","--","111,620","--","--","--"
"20 to 24","Cut/Pierce","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Alabama","--","340,723","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","California","--","2,522,898","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Colorado","--","386,605","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Massachusetts","--","478,952","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Missouri","--","406,038","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","New Hampshire","--","85,169","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","New Jersey","--","552,361","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","New York","--","1,243,632","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","North Carolina","--","727,133","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Oregon","--","258,983","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Pennsylvania","--","804,446","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Utah","--","292,161","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Drowning (includes water transport)","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Fall","2023","Alabama","--","340,723","--","--","--"
"20 to 24","Fall","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Fall","2023","Arkansas","--","205,062","--","--","--"
"20 to 24","Fall","2023","California","32","2,522,898","1.27","--","1,369"
"20 to 24","Fall","2023","Colorado","--","386,605","--","--","--"
"20 to 24","Fall","2023","District of Columbia","--","47,661","--","--","--"
"20 to 24","Fall","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Fall","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Fall","2023","Hawaii","--","85,552","--","--","--"
"20 to 24","Fall","2023","Idaho","--","131,089","--","--","--"
"20 to 24","Fall","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Fall","2023","Indiana","--","476,798","--","--","--"
"20 to 24","Fall","2023","Iowa","--","226,968","--","--","--"
"20 to 24","Fall","2023","Kansas","--","215,870","--","--","--"
"20 to 24","Fall","2023","Kentucky","--","296,611","--","--","--"
"20 to 24","Fall","2023","Maine","--","77,028","--","--","--"
"20 to 24","Fall","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Fall","2023","Massachusetts","--","478,952","--","--","--"
"20 to 24","Fall","2023","Michigan","--","666,771","--","--","--"
"20 to 24","Fall","2023","Minnesota","--","358,972","--","--","--"
"20 to 24","Fall","2023","Mississippi","--","200,880","--","--","--"
"20 to 24","Fall","2023","Missouri","--","406,038","--","--","--"
"20 to 24","Fall","2023","Nevada","--","184,891","--","--","--"
"20 to 24","Fall","2023","New Hampshire","--","85,169","--","--","--"
"20 to 24","Fall","2023","New Jersey","10**","552,361","1.81**","--","429"
"20 to 24","Fall","2023","New Mexico","--","143,132","--","--","--"
"20 to 24","Fall","2023","New York","12**","1,243,632","0.97**","--","517"
"20 to 24","Fall","2023","North Carolina","--","727,133","--","--","--"
"20 to 24","Fall","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Fall","2023","Oregon","--","258,983","--","--","--"
"20 to 24","Fall","2023","Pennsylvania","10**","804,446","1.24**","--","426"
"20 to 24","Fall","2023","South Carolina","--","343,356","--","--","--"
"20 to 24","Fall","2023","Texas","11**","2,118,618","0.52**","--","471"
"20 to 24","Fall","2023","Utah","--","292,161","--","--","--"
"20 to 24","Fall","2023","Vermont","--","43,775","--","--","--"
"20 to 24","Fall","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Fall","2023","Washington","--","479,634","--","--","--"
"20 to 24","Fall","2023","West Virginia","--","111,620","--","--","--"
"20 to 24","Fall","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Fire/Flame","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Fire/Flame","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Fire/Flame","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Fire/Flame","2023","Indiana","--","476,798","--","--","--"
"20 to 24","Fire/Flame","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Fire/Flame","2023","New York","--","1,243,632","--","--","--"
"20 to 24","Fire/Flame","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Fire/Flame","2023","Utah","--","292,161","--","--","--"
"20 to 24","Firearm","2023","Alabama","159","340,723","46.67","--","6,790"
"20 to 24","Firearm","2023","Alaska","22","49,836","44.15","--","947"
"20 to 24","Firearm","2023","Arizona","116","505,128","22.96","--","4,967"
"20 to 24","Firearm","2023","Arkansas","53","205,062","25.85","--","2,283"
"20 to 24","Firearm","2023","California","292","2,522,898","11.57","--","12,560"
"20 to 24","Firearm","2023","Colorado","106","386,605","27.42","--","4,548"
"20 to 24","Firearm","2023","Connecticut","24","235,520","10.19","--","1,028"
"20 to 24","Firearm","2023","Delaware","18**","60,151","29.93**","--","779"
"20 to 24","Firearm","2023","District of Columbia","35","47,661","73.44","--","1,488"
"20 to 24","Firearm","2023","Florida","297","1,301,996","22.81","--","12,736"
"20 to 24","Firearm","2023","Georgia","279","747,368","37.33","--","11,982"
"20 to 24","Firearm","2023","Hawaii","--","85,552","--","--","--"
"20 to 24","Firearm","2023","Idaho","35","131,089","26.70","--","1,513"
"20 to 24","Firearm","2023","Illinois","211","816,368","25.85","--","9,058"
"20 to 24","Firearm","2023","Indiana","142","476,798","29.78","--","6,091"
"20 to 24","Firearm","2023","Iowa","31","226,968","13.66","--","1,329"
"20 to 24","Firearm","2023","Kansas","58","215,870","26.87","--","2,505"
"20 to 24","Firearm","2023","Kentucky","90","296,611","30.34","--","3,868"
"20 to 24","Firearm","2023","Louisiana","184","299,956","61.34","--","7,937"
"20 to 24","Firearm","2023","Maine","20**","77,028","25.97**","--","853"
"20 to 24","Firearm","2023","Maryland","100","366,688","27.27","--","4,326"
"20 to 24","Firearm","2023","Massachusetts","36","478,952","7.52","--","1,535"
"20 to 24","Firearm","2023","Michigan","143","666,771","21.45","--","6,153"
"20 to 24","Firearm","2023","Minnesota","55","358,972","15.32","--","2,359"
"20 to 24","Firearm","2023","Mississippi","120","200,880","59.74","--","5,167"
"20 to 24","Firearm","2023","Missouri","149","406,038","36.70","--","6,380"
"20 to 24","Firearm","2023","Montana","18**","75,022","23.99**","--","775"
"20 to 24","Firearm","2023","Nebraska","21","139,562","15.05","--","903"
"20 to 24","Firearm","2023","Nevada","47","184,891","25.42","--","2,020"
"20 to 24","Firearm","2023","New Hampshire","--","85,169","--","--","--"
"20 to 24","Firearm","2023","New Jersey","43","552,361","7.79","--","1,849"
"20 to 24","Firearm","2023","New Mexico","67","143,132","46.81","--","2,872"
"20 to 24","Firearm","2023","New York","87","1,243,632","7.00","--","3,742"
"20 to 24","Firearm","2023","North Carolina","223","727,133","30.67","--","9,586"
"20 to 24","Firearm","2023","North Dakota","10**","62,666","15.96**","--","428"
"20 to 24","Firearm","2023","Ohio","197","746,257","26.40","--","8,444"
"20 to 24","Firearm","2023","Oklahoma","68","286,327","23.75","--","2,916"
"20 to 24","Firearm","2023","Oregon","60","258,983","23.17","--","2,583"
"20 to 24","Firearm","2023","Pennsylvania","198","804,446","24.61","--","8,496"
"20 to 24","Firearm","2023","Rhode Island","--","74,309","--","--","--"
"20 to 24","Firearm","2023","South Carolina","141","343,356","41.07","--","6,052"
"20 to 24","Firearm","2023","South Dakota","12**","61,053","19.66**","--","519"
"20 to 24","Firearm","2023","Tennessee","191","462,353","41.31","--","8,213"
"20 to 24","Firearm","2023","Texas","517","2,118,618","24.40","--","22,248"
"20 to 24","Firearm","2023","Utah","53","292,161","18.14","--","2,277"
"20 to 24","Firearm","2023","Vermont","--","43,775","--","--","--"
"20 to 24","Firearm","2023","Virginia","149","572,124","26.04","--","6,418"
"20 to 24","Firearm","2023","Washington","82","479,634","17.10","--","3,516"
"20 to 24","Firearm","2023","West Virginia","20**","111,620","17.92**","--","859"
"20 to 24","Firearm","2023","Wisconsin","83","397,095","20.90","--","3,570"
"20 to 24","Firearm","2023","Wyoming","14**","38,004","36.84**","--","605"
"20 to 24","Drug Poisoning","2023","Alabama","--","340,723","--","--","--"
"20 to 24","Drug Poisoning","2023","Alaska","--","49,836","--","--","--"
"20 to 24","Drug Poisoning","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Drug Poisoning","2023","Arkansas","--","205,062","--","--","--"
"20 to 24","Drug Poisoning","2023","California","28","2,522,898","1.11","--","1,211"
"20 to 24","Drug Poisoning","2023","Colorado","11**","386,605","2.85**","--","472"
"20 to 24","Drug Poisoning","2023","Connecticut","--","235,520","--","--","--"
"20 to 24","Drug Poisoning","2023","Delaware","--","60,151","--","--","--"
"20 to 24","Drug Poisoning","2023","Florida","10**","1,301,996","0.77**","--","431"
"20 to 24","Drug Poisoning","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Drug Poisoning","2023","Hawaii","--","85,552","--","--","--"
"20 to 24","Drug Poisoning","2023","Idaho","--","131,089","--","--","--"
"20 to 24","Drug Poisoning","2023","Illinois","10**","816,368","1.23**","--","427"
"20 to 24","Drug Poisoning","2023","Indiana","--","476,798","--","--","--"
"20 to 24","Drug Poisoning","2023","Iowa","11**","226,968","4.85**","--","473"
"20 to 24","Drug Poisoning","2023","Kansas","--","215,870","--","--","--"
"20 to 24","Drug Poisoning","2023","Kentucky","--","296,611","--","--","--"
"20 to 24","Drug Poisoning","2023","Louisiana","--","299,956","--","--","--"
"20 to 24","Drug Poisoning","2023","Maine","--","77,028","--","--","--"
"20 to 24","Drug Poisoning","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Drug Poisoning","2023","Massachusetts","--","478,952","--","--","--"
"20 to 24","Drug Poisoning","2023","Michigan","--","666,771","--","--","--"
"20 to 24","Drug Poisoning","2023","Minnesota","--","358,972","--","--","--"
"20 to 24","Drug Poisoning","2023","Missouri","--","406,038","--","--","--"
"20 to 24","Drug Poisoning","2023","Nebraska","--","139,562","--","--","--"
"20 to 24","Drug Poisoning","2023","Nevada","--","184,891","--","--","--"
"20 to 24","Drug Poisoning","2023","New Jersey","--","552,361","--","--","--"
"20 to 24","Drug Poisoning","2023","New Mexico","--","143,132","--","--","--"
"20 to 24","Drug Poisoning","2023","New York","--","1,243,632","--","--","--"
"20 to 24","Drug Poisoning","2023","North Carolina","--","727,133","--","--","--"
"20 to 24","Drug Poisoning","2023","North Dakota","--","62,666","--","--","--"
"20 to 24","Drug Poisoning","2023","Ohio","15**","746,257","2.01**","--","640"
"20 to 24","Drug Poisoning","2023","Oklahoma","--","286,327","--","--","--"
"20 to 24","Drug Poisoning","2023","Oregon","--","258,983","--","--","--"
"20 to 24","Drug Poisoning","2023","Pennsylvania","11**","804,446","1.37**","--","473"
"20 to 24","Drug Poisoning","2023","South Carolina","--","343,356","--","--","--"
"20 to 24","Drug Poisoning","2023","South Dakota","--","61,053","--","--","--"
"20 to 24","Drug Poisoning","2023","Tennessee","--","462,353","--","--","--"
"20 to 24","Drug Poisoning","2023","Texas","25","2,118,618","1.18","--","1,086"
"20 to 24","Drug Poisoning","2023","Utah","--","292,161","--","--","--"
"20 to 24","Drug Poisoning","2023","Vermont","--","43,775","--","--","--"
"20 to 24","Drug Poisoning","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Drug Poisoning","2023","Washington","--","479,634","--","--","--"
"20 to 24","Drug Poisoning","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Drug Poisoning","2023","Wyoming","--","38,004","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","California","13**","2,522,898","0.52**","--","552"
"20 to 24","Non-Drug Poisoning","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Iowa","--","226,968","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Kentucky","--","296,611","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Louisiana","--","299,956","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Michigan","--","666,771","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Minnesota","--","358,972","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Missouri","--","406,038","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Nebraska","--","139,562","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Nevada","--","184,891","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","New Jersey","--","552,361","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","New York","--","1,243,632","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","North Carolina","--","727,133","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Oregon","--","258,983","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Pennsylvania","--","804,446","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Tennessee","--","462,353","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Utah","--","292,161","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Washington","--","479,634","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Non-Drug Poisoning","2023","Wyoming","--","38,004","--","--","--"
"20 to 24","Struck by / against","2023","California","--","2,522,898","--","--","--"
"20 to 24","Struck by / against","2023","New Mexico","--","143,132","--","--","--"
"20 to 24","Struck by / against","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Struck by / against","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Suffocation","2023","Alabama","15**","340,723","4.40**","--","642"
"20 to 24","Suffocation","2023","Alaska","13**","49,836","26.09**","--","564"
"20 to 24","Suffocation","2023","Arizona","21","505,128","4.16","--","904"
"20 to 24","Suffocation","2023","Arkansas","17**","205,062","8.29**","--","728"
"20 to 24","Suffocation","2023","California","91","2,522,898","3.61","--","3,912"
"20 to 24","Suffocation","2023","Colorado","14**","386,605","3.62**","--","606"
"20 to 24","Suffocation","2023","Connecticut","10**","235,520","4.25**","--","425"
"20 to 24","Suffocation","2023","Delaware","--","60,151","--","--","--"
"20 to 24","Suffocation","2023","Florida","43","1,301,996","3.30","--","1,841"
"20 to 24","Suffocation","2023","Georgia","28","747,368","3.75","--","1,212"
"20 to 24","Suffocation","2023","Hawaii","11**","85,552","12.86**","--","475"
"20 to 24","Suffocation","2023","Idaho","--","131,089","--","--","--"
"20 to 24","Suffocation","2023","Illinois","32","816,368","3.92","--","1,358"
"20 to 24","Suffocation","2023","Indiana","17**","476,798","3.57**","--","719"
"20 to 24","Suffocation","2023","Iowa","12**","226,968","5.29**","--","510"
"20 to 24","Suffocation","2023","Kansas","11**","215,870","5.10**","--","471"
"20 to 24","Suffocation","2023","Kentucky","15**","296,611","5.06**","--","635"
"20 to 24","Suffocation","2023","Louisiana","11**","299,956","3.67**","--","466"
"20 to 24","Suffocation","2023","Maryland","18**","366,688","4.91**","--","775"
"20 to 24","Suffocation","2023","Massachusetts","17**","478,952","3.55**","--","731"
"20 to 24","Suffocation","2023","Michigan","26","666,771","3.90","--","1,120"
"20 to 24","Suffocation","2023","Minnesota","25","358,972","6.96","--","1,072"
"20 to 24","Suffocation","2023","Mississippi","--","200,880","--","--","--"
"20 to 24","Suffocation","2023","Missouri","15**","406,038","3.69**","--","655"
"20 to 24","Suffocation","2023","Montana","--","75,022","--","--","--"
"20 to 24","Suffocation","2023","Nebraska","--","139,562","--","--","--"
"20 to 24","Suffocation","2023","Nevada","--","184,891","--","--","--"
"20 to 24","Suffocation","2023","New Hampshire","--","85,169","--","--","--"
"20 to 24","Suffocation","2023","New Jersey","24","552,361","4.35","--","1,038"
"20 to 24","Suffocation","2023","New Mexico","17**","143,132","11.88**","--","724"
"20 to 24","Suffocation","2023","New York","35","1,243,632","2.81","--","1,503"
"20 to 24","Suffocation","2023","North Carolina","36","727,133","4.95","--","1,566"
"20 to 24","Suffocation","2023","North Dakota","--","62,666","--","--","--"
"20 to 24","Suffocation","2023","Ohio","28","746,257","3.75","--","1,194"
"20 to 24","Suffocation","2023","Oklahoma","17**","286,327","5.94**","--","729"
"20 to 24","Suffocation","2023","Oregon","17**","258,983","6.56**","--","730"
"20 to 24","Suffocation","2023","Pennsylvania","29","804,446","3.61","--","1,253"
"20 to 24","Suffocation","2023","Rhode Island","--","74,309","--","--","--"
"20 to 24","Suffocation","2023","South Carolina","--","343,356","--","--","--"
"20 to 24","Suffocation","2023","South Dakota","--","61,053","--","--","--"
"20 to 24","Suffocation","2023","Tennessee","18**","462,353","3.89**","--","767"
"20 to 24","Suffocation","2023","Texas","92","2,118,618","4.34","--","3,929"
"20 to 24","Suffocation","2023","Utah","10**","292,161","3.42**","--","428"
"20 to 24","Suffocation","2023","Vermont","--","43,775","--","--","--"
"20 to 24","Suffocation","2023","Virginia","34","572,124","5.94","--","1,465"
"20 to 24","Suffocation","2023","Washington","20**","479,634","4.17**","--","850"
"20 to 24","Suffocation","2023","West Virginia","--","111,620","--","--","--"
"20 to 24","Suffocation","2023","Wisconsin","16**","397,095","4.03**","--","688"
"20 to 24","Suffocation","2023","Wyoming","--","38,004","--","--","--"
"20 to 24","Transport, other land","2023","California","--","2,522,898","--","--","--"
"20 to 24","Transport, other land","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Transport, other land","2023","Indiana","--","476,798","--","--","--"
"20 to 24","Transport, other land","2023","Missouri","--","406,038","--","--","--"
"20 to 24","Transport, other land","2023","North Dakota","--","62,666","--","--","--"
"20 to 24","Transport, other land","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Transport, other land","2023","South Carolina","--","343,356","--","--","--"
"20 to 24","Transport, other land","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Transport, other land","2023","Utah","--","292,161","--","--","--"
"20 to 24","Transport, other land","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Transport, other land","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Other specified and classifiable","2023","Alaska","--","49,836","--","--","--"
"20 to 24","Other specified and classifiable","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Other specified and classifiable","2023","Arkansas","--","205,062","--","--","--"
"20 to 24","Other specified and classifiable","2023","California","16**","2,522,898","0.63**","--","683"
"20 to 24","Other specified and classifiable","2023","Colorado","--","386,605","--","--","--"
"20 to 24","Other specified and classifiable","2023","Connecticut","--","235,520","--","--","--"
"20 to 24","Other specified and classifiable","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Other specified and classifiable","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Other specified and classifiable","2023","Hawaii","--","85,552","--","--","--"
"20 to 24","Other specified and classifiable","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Other specified and classifiable","2023","Indiana","--","476,798","--","--","--"
"20 to 24","Other specified and classifiable","2023","Kansas","--","215,870","--","--","--"
"20 to 24","Other specified and classifiable","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Other specified and classifiable","2023","Massachusetts","--","478,952","--","--","--"
"20 to 24","Other specified and classifiable","2023","Michigan","--","666,771","--","--","--"
"20 to 24","Other specified and classifiable","2023","New Jersey","--","552,361","--","--","--"
"20 to 24","Other specified and classifiable","2023","New York","--","1,243,632","--","--","--"
"20 to 24","Other specified and classifiable","2023","North Carolina","--","727,133","--","--","--"
"20 to 24","Other specified and classifiable","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Other specified and classifiable","2023","Pennsylvania","--","804,446","--","--","--"
"20 to 24","Other specified and classifiable","2023","South Carolina","--","343,356","--","--","--"
"20 to 24","Other specified and classifiable","2023","Tennessee","--","462,353","--","--","--"
"20 to 24","Other specified and classifiable","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Other specified and classifiable","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Other specified and classifiable","2023","Washington","--","479,634","--","--","--"
"20 to 24","Other specified and classifiable","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Other specified / NEC","2023","Alabama","--","340,723","--","--","--"
"20 to 24","Other specified / NEC","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Other specified / NEC","2023","Arkansas","--","205,062","--","--","--"
"20 to 24","Other specified / NEC","2023","California","--","2,522,898","--","--","--"
"20 to 24","Other specified / NEC","2023","Colorado","--","386,605","--","--","--"
"20 to 24","Other specified / NEC","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Other specified / NEC","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Other specified / NEC","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Other specified / NEC","2023","Indiana","--","476,798","--","--","--"
"20 to 24","Other specified / NEC","2023","Iowa","--","226,968","--","--","--"
"20 to 24","Other specified / NEC","2023","Louisiana","--","299,956","--","--","--"
"20 to 24","Other specified / NEC","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Other specified / NEC","2023","Michigan","--","666,771","--","--","--"
"20 to 24","Other specified / NEC","2023","Minnesota","--","358,972","--","--","--"
"20 to 24","Other specified / NEC","2023","Mississippi","--","200,880","--","--","--"
"20 to 24","Other specified / NEC","2023","New Jersey","--","552,361","--","--","--"
"20 to 24","Other specified / NEC","2023","New York","--","1,243,632","--","--","--"
"20 to 24","Other specified / NEC","2023","North Carolina","--","727,133","--","--","--"
"20 to 24","Other specified / NEC","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Other specified / NEC","2023","Oregon","--","258,983","--","--","--"
"20 to 24","Other specified / NEC","2023","Pennsylvania","--","804,446","--","--","--"
"20 to 24","Other specified / NEC","2023","Rhode Island","--","74,309","--","--","--"
"20 to 24","Other specified / NEC","2023","South Carolina","--","343,356","--","--","--"
"20 to 24","Other specified / NEC","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Other specified / NEC","2023","Utah","--","292,161","--","--","--"
"20 to 24","Other specified / NEC","2023","Virginia","--","572,124","--","--","--"
"20 to 24","Other specified / NEC","2023","Wisconsin","--","397,095","--","--","--"
"20 to 24","Unspecified","2023","Arizona","--","505,128","--","--","--"
"20 to 24","Unspecified","2023","California","--","2,522,898","--","--","--"
"20 to 24","Unspecified","2023","Connecticut","--","235,520","--","--","--"
"20 to 24","Unspecified","2023","Florida","--","1,301,996","--","--","--"
"20 to 24","Unspecified","2023","Georgia","--","747,368","--","--","--"
"20 to 24","Unspecified","2023","Hawaii","--","85,552","--","--","--"
"20 to 24","Unspecified","2023","Illinois","--","816,368","--","--","--"
"20 to 24","Unspecified","2023","Iowa","--","226,968","--","--","--"
"20 to 24","Unspecified","2023","Louisiana","--","299,956","--","--","--"
"20 to 24","Unspecified","2023","Maryland","--","366,688","--","--","--"
"20 to 24","Unspecified","2023","Michigan","--","666,771","--","--","--"
"20 to 24","Unspecified","2023","Mississippi","--","200,880","--","--","--"
"20 to 24","Unspecified","2023","Missouri","--","406,038","--","--","--"
"20 to 24","Unspecified","2023","New York","--","1,243,632","--","--","--"
"20 to 24","Unspecified","2023","Ohio","--","746,257","--","--","--"
"20 to 24","Unspecified","2023","Oklahoma","--","286,327","--","--","--"
"20 to 24","Unspecified","2023","Oregon","--","258,983","--","--","--"
"20 to 24","Unspecified","2023","Pennsylvania","--","804,446","--","--","--"
"20 to 24","Unspecified","2023","Tennessee","--","462,353","--","--","--"
"20 to 24","Unspecified","2023","Texas","--","2,118,618","--","--","--"
"20 to 24","Unspecified","2023","Virginia","--","572,124","--","--","--"
"25 to 29","Cut/Pierce","2023","Alabama","--","319,740","--","--","--"
"25 to 29","Cut/Pierce","2023","Arizona","--","508,110","--","--","--"
"25 to 29","Cut/Pierce","2023","Arkansas","--","195,394","--","--","--"
"25 to 29","Cut/Pierce","2023","California","33","2,693,240","1.23","--","1,257"
"25 to 29","Cut/Pierce","2023","Colorado","--","445,275","--","--","--"
"25 to 29","Cut/Pierce","2023","Connecticut","--","220,843","--","--","--"
"25 to 29","Cut/Pierce","2023","Delaware","--","59,703","--","--","--"
