"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Machinery","45 to 49","Nevada","2021","--","194,001","--","--","--"
"Machinery","45 to 49","New Hampshire","2022","--","78,174","--","--","--"
"Machinery","45 to 49","New Hampshire","2019","--","86,275","--","--","--"
"Machinery","45 to 49","New Jersey","2022","--","574,874","--","--","--"
"Machinery","45 to 49","New Jersey","2018","--","601,089","--","--","--"
"Machinery","45 to 49","New Mexico","2020","--","117,692","--","--","--"
"Machinery","45 to 49","New Mexico","2018","--","119,089","--","--","--"
"Machinery","45 to 49","New York","2023","--","1,137,770","--","--","--"
"Machinery","45 to 49","New York","2021","--","1,167,940","--","--","--"
"Machinery","45 to 49","New York","2019","--","1,196,859","--","--","--"
"Machinery","45 to 49","New York","2018","--","1,238,232","--","--","--"
"Machinery","45 to 49","North Carolina","2023","--","650,274","--","--","--"
"Machinery","45 to 49","North Carolina","2022","--","647,164","--","--","--"
"Machinery","45 to 49","North Carolina","2020","--","672,917","--","--","--"
"Machinery","45 to 49","North Carolina","2018","--","697,012","--","--","--"
"Machinery","45 to 49","Ohio","2023","--","669,666","--","--","--"
"Machinery","45 to 49","Ohio","2022","--","666,962","--","--","--"
"Machinery","45 to 49","Ohio","2021","--","677,798","--","--","--"
"Machinery","45 to 49","Ohio","2019","--","714,285","--","--","--"
"Machinery","45 to 49","Ohio","2018","--","732,900","--","--","--"
"Machinery","45 to 49","Oklahoma","2021","--","226,209","--","--","--"
"Machinery","45 to 49","Oklahoma","2019","--","230,464","--","--","--"
"Machinery","45 to 49","Oregon","2021","--","258,699","--","--","--"
"Machinery","45 to 49","Oregon","2020","--","262,508","--","--","--"
"Machinery","45 to 49","Oregon","2019","--","261,861","--","--","--"
"Machinery","45 to 49","Oregon","2018","--","263,908","--","--","--"
"Machinery","45 to 49","Pennsylvania","2023","--","724,137","--","--","--"
"Machinery","45 to 49","Pennsylvania","2022","--","722,833","--","--","--"
"Machinery","45 to 49","Pennsylvania","2021","--","735,566","--","--","--"
"Machinery","45 to 49","Pennsylvania","2020","--","766,588","--","--","--"
"Machinery","45 to 49","Pennsylvania","2019","--","773,522","--","--","--"
"Machinery","45 to 49","Pennsylvania","2018","--","798,119","--","--","--"
"Machinery","45 to 49","South Carolina","2020","--","311,448","--","--","--"
"Machinery","45 to 49","South Dakota","2023","--","49,123","--","--","--"
"Machinery","45 to 49","Tennessee","2023","--","422,197","--","--","--"
"Machinery","45 to 49","Tennessee","2022","--","419,281","--","--","--"
"Machinery","45 to 49","Tennessee","2021","--","421,396","--","--","--"
"Machinery","45 to 49","Tennessee","2020","--","435,144","--","--","--"
"Machinery","45 to 49","Tennessee","2019","--","437,949","--","--","--"
"Machinery","45 to 49","Texas","2023","--","1,889,295","--","--","--"
"Machinery","45 to 49","Texas","2022","--","1,858,280","--","--","--"
"Machinery","45 to 49","Texas","2021","--","1,844,505","--","--","--"
"Machinery","45 to 49","Texas","2020","--","1,858,987","--","--","--"
"Machinery","45 to 49","Texas","2019","--","1,850,542","--","--","--"
"Machinery","45 to 49","Texas","2018","--","1,840,330","--","--","--"
"Machinery","45 to 49","Utah","2020","--","184,860","--","--","--"
"Machinery","45 to 49","Vermont","2023","--","36,290","--","--","--"
"Machinery","45 to 49","Virginia","2022","--","521,970","--","--","--"
"Machinery","45 to 49","Washington","2023","--","464,287","--","--","--"
"Machinery","45 to 49","Washington","2021","--","457,877","--","--","--"
"Machinery","45 to 49","Washington","2020","--","466,929","--","--","--"
"Machinery","45 to 49","West Virginia","2020","--","112,930","--","--","--"
"Machinery","45 to 49","Wisconsin","2021","--","331,233","--","--","--"
"Machinery","45 to 49","Wisconsin","2020","--","341,494","--","--","--"
"Machinery","45 to 49","Wisconsin","2019","--","343,004","--","--","--"
"Machinery","45 to 49","Wisconsin","2018","--","351,958","--","--","--"
"Machinery","50 to 54","Alabama","2023","--","321,637","--","--","--"
"Machinery","50 to 54","Alabama","2022","--","321,871","--","--","--"
"Machinery","50 to 54","Alabama","2021","--","319,374","--","--","--"
"Machinery","50 to 54","Arizona","2022","--","435,577","--","--","--"
"Machinery","50 to 54","Arizona","2021","--","430,569","--","--","--"
"Machinery","50 to 54","Arizona","2020","--","419,642","--","--","--"
"Machinery","50 to 54","Arizona","2019","--","418,599","--","--","--"
"Machinery","50 to 54","Arkansas","2023","--","183,824","--","--","--"
"Machinery","50 to 54","Arkansas","2021","--","181,866","--","--","--"
"Machinery","50 to 54","Arkansas","2018","--","184,300","--","--","--"
"Machinery","50 to 54","California","2023","--","2,447,513","--","--","--"
"Machinery","50 to 54","California","2022","--","2,480,810","--","--","--"
"Machinery","50 to 54","California","2021","--","2,501,501","--","--","--"
"Machinery","50 to 54","California","2020","--","2,498,612","--","--","--"
"Machinery","50 to 54","California","2019","--","2,458,499","--","--","--"
"Machinery","50 to 54","California","2018","--","2,492,046","--","--","--"
"Machinery","50 to 54","Colorado","2023","--","355,880","--","--","--"
"Machinery","50 to 54","Colorado","2022","--","356,950","--","--","--"
"Machinery","50 to 54","Colorado","2021","--","354,577","--","--","--"
"Machinery","50 to 54","Colorado","2020","--","347,162","--","--","--"
"Machinery","50 to 54","Colorado","2019","--","340,733","--","--","--"
"Machinery","50 to 54","Connecticut","2020","--","251,197","--","--","--"
"Machinery","50 to 54","Delaware","2023","--","60,955","--","--","--"
"Machinery","50 to 54","Florida","2023","--","1,429,569","--","--","--"
"Machinery","50 to 54","Florida","2022","--","1,420,105","--","--","--"
"Machinery","50 to 54","Florida","2021","--","1,397,081","--","--","--"
"Machinery","50 to 54","Florida","2020","--","1,378,469","--","--","--"
"Machinery","50 to 54","Florida","2019","--","1,370,147","--","--","--"
"Machinery","50 to 54","Florida","2018","--","1,393,673","--","--","--"
"Machinery","50 to 54","Georgia","2022","--","720,391","--","--","--"
"Machinery","50 to 54","Georgia","2021","--","712,050","--","--","--"
"Machinery","50 to 54","Georgia","2020","--","700,426","--","--","--"
"Machinery","50 to 54","Georgia","2019","--","687,313","--","--","--"
"Machinery","50 to 54","Georgia","2018","--","693,245","--","--","--"
"Machinery","50 to 54","Hawaii","2020","--","87,545","--","--","--"
"Machinery","50 to 54","Idaho","2018","--","98,072","--","--","--"
"Machinery","50 to 54","Illinois","2023","--","789,007","--","--","--"
"Machinery","50 to 54","Illinois","2022","--","800,795","--","--","--"
"Machinery","50 to 54","Illinois","2020","--","811,188","--","--","--"
"Machinery","50 to 54","Illinois","2019","--","799,055","--","--","--"
"Machinery","50 to 54","Illinois","2018","--","820,358","--","--","--"
"Machinery","50 to 54","Indiana","2023","--","418,259","--","--","--"
"Machinery","50 to 54","Indiana","2021","--","419,187","--","--","--"
"Machinery","50 to 54","Indiana","2020","--","414,435","--","--","--"
"Machinery","50 to 54","Indiana","2019","--","410,091","--","--","--"
"Machinery","50 to 54","Indiana","2018","--","420,580","--","--","--"
"Machinery","50 to 54","Iowa","2023","--","182,302","--","--","--"
"Machinery","50 to 54","Iowa","2020","--","185,845","--","--","--"
"Machinery","50 to 54","Iowa","2019","--","184,234","--","--","--"
"Machinery","50 to 54","Kansas","2022","--","165,695","--","--","--"
"Machinery","50 to 54","Kansas","2020","--","165,308","--","--","--"
"Machinery","50 to 54","Kansas","2019","--","163,821","--","--","--"
"Machinery","50 to 54","Kentucky","2022","--","286,492","--","--","--"
"Machinery","50 to 54","Kentucky","2021","--","286,723","--","--","--"
"Machinery","50 to 54","Kentucky","2019","--","283,019","--","--","--"
"Machinery","50 to 54","Kentucky","2018","--","291,153","--","--","--"
"Machinery","50 to 54","Louisiana","2023","--","264,349","--","--","--"
"Machinery","50 to 54","Louisiana","2020","--","276,027","--","--","--"
"Machinery","50 to 54","Louisiana","2019","--","279,223","--","--","--"
"Machinery","50 to 54","Maryland","2021","--","412,363","--","--","--"
"Machinery","50 to 54","Michigan","2022","--","640,338","--","--","--"
"Machinery","50 to 54","Michigan","2021","--","648,372","--","--","--"
"Machinery","50 to 54","Michigan","2020","--","648,367","--","--","--"
"Machinery","50 to 54","Michigan","2019","--","641,926","--","--","--"
"Machinery","50 to 54","Minnesota","2022","--","340,576","--","--","--"
"Machinery","50 to 54","Minnesota","2020","--","346,637","--","--","--"
"Machinery","50 to 54","Minnesota","2019","--","344,339","--","--","--"
"Machinery","50 to 54","Minnesota","2018","--","354,261","--","--","--"
"Machinery","50 to 54","Mississippi","2023","--","180,122","--","--","--"
"Machinery","50 to 54","Mississippi","2022","--","181,297","--","--","--"
"Machinery","50 to 54","Mississippi","2020","--","179,628","--","--","--"
"Machinery","50 to 54","Mississippi","2018","--","184,608","--","--","--"
"Machinery","50 to 54","Missouri","2021","--","372,029","--","--","--"
"Machinery","50 to 54","Missouri","2020","--","369,434","--","--","--"
"Machinery","50 to 54","Missouri","2019","--","369,231","--","--","--"
"Machinery","50 to 54","Missouri","2018","--","381,633","--","--","--"
"Machinery","50 to 54","Nebraska","2019","--","107,017","--","--","--"
"Machinery","50 to 54","Nebraska","2018","--","110,129","--","--","--"
"Machinery","50 to 54","Nevada","2022","--","205,063","--","--","--"
"Machinery","50 to 54","Nevada","2018","--","193,128","--","--","--"
"Machinery","50 to 54","New Hampshire","2023","--","91,998","--","--","--"
"Machinery","50 to 54","New Jersey","2023","--","610,343","--","--","--"
"Machinery","50 to 54","New Jersey","2022","--","623,397","--","--","--"
"Machinery","50 to 54","New Mexico","2023","--","118,528","--","--","--"
"Machinery","50 to 54","New Mexico","2021","--","119,705","--","--","--"
"Machinery","50 to 54","New Mexico","2019","--","118,106","--","--","--"
"Machinery","50 to 54","New York","2023","--","1,224,403","--","--","--"
"Machinery","50 to 54","New York","2022","--","1,262,892","--","--","--"
"Machinery","50 to 54","New York","2021","--","1,296,389","--","--","--"
"Machinery","50 to 54","New York","2020","--","1,319,093","--","--","--"
"Machinery","50 to 54","New York","2019","--","1,275,165","--","--","--"
"Machinery","50 to 54","New York","2018","--","1,313,332","--","--","--"
"Machinery","50 to 54","North Carolina","2023","--","702,972","--","--","--"
"Machinery","50 to 54","North Carolina","2020","--","680,202","--","--","--"
"Machinery","50 to 54","North Carolina","2019","--","675,532","--","--","--"
"Machinery","50 to 54","North Dakota","2019","--","39,457","--","--","--"
"Machinery","50 to 54","Ohio","2023","--","727,518","--","--","--"
"Machinery","50 to 54","Ohio","2022","--","739,088","--","--","--"
"Machinery","50 to 54","Ohio","2021","--","745,535","--","--","--"
"Machinery","50 to 54","Ohio","2020","--","742,546","--","--","--"
"Machinery","50 to 54","Ohio","2018","--","752,696","--","--","--"
"Machinery","50 to 54","Oklahoma","2020","--","224,200","--","--","--"
"Machinery","50 to 54","Oklahoma","2018","--","228,167","--","--","--"
"Machinery","50 to 54","Oregon","2023","--","260,429","--","--","--"
"Machinery","50 to 54","Oregon","2021","--","261,387","--","--","--"
"Machinery","50 to 54","Oregon","2020","--","255,893","--","--","--"
"Machinery","50 to 54","Pennsylvania","2023","--","798,943","--","--","--"
"Machinery","50 to 54","Pennsylvania","2022","--","818,484","--","--","--"
"Machinery","50 to 54","Pennsylvania","2020","--","839,303","--","--","--"
"Machinery","50 to 54","Pennsylvania","2019","--","830,078","--","--","--"
"Machinery","50 to 54","Pennsylvania","2018","--","854,458","--","--","--"
"Machinery","50 to 54","South Carolina","2022","--","331,774","--","--","--"
"Machinery","50 to 54","South Carolina","2021","--","327,422","--","--","--"
"Machinery","50 to 54","South Carolina","2019","--","322,770","--","--","--"
"Machinery","50 to 54","South Carolina","2018","--","326,866","--","--","--"
"Machinery","50 to 54","South Dakota","2022","--","48,683","--","--","--"
"Machinery","50 to 54","South Dakota","2020","--","48,000","--","--","--"
"Machinery","50 to 54","South Dakota","2018","--","49,829","--","--","--"
"Machinery","50 to 54","Tennessee","2023","--","454,464","--","--","--"
"Machinery","50 to 54","Tennessee","2020","--","440,805","--","--","--"
"Machinery","50 to 54","Texas","2023","--","1,850,065","--","--","--"
"Machinery","50 to 54","Texas","2022","--","1,825,878","--","--","--"
"Machinery","50 to 54","Texas","2021","--","1,786,614","--","--","--"
"Machinery","50 to 54","Texas","2020","--","1,740,414","--","--","--"
"Machinery","50 to 54","Texas","2019","--","1,698,077","--","--","--"
"Machinery","50 to 54","Texas","2018","--","1,700,011","--","--","--"
"Machinery","50 to 54","Utah","2022","--","172,320","--","--","--"
"Machinery","50 to 54","Utah","2021","--","166,860","--","--","--"
"Machinery","50 to 54","Vermont","2019","--","40,657","--","--","--"
"Machinery","50 to 54","Virginia","2023","--","549,903","--","--","--"
"Machinery","50 to 54","Virginia","2022","--","556,077","--","--","--"
"Machinery","50 to 54","Virginia","2021","--","558,877","--","--","--"
"Machinery","50 to 54","Virginia","2020","--","557,667","--","--","--"
"Machinery","50 to 54","Washington","2023","--","469,120","--","--","--"
"Machinery","50 to 54","Washington","2022","--","474,274","--","--","--"
"Machinery","50 to 54","Washington","2018","--","458,282","--","--","--"
"Machinery","50 to 54","West Virginia","2021","--","116,266","--","--","--"
"Machinery","50 to 54","West Virginia","2018","--","117,859","--","--","--"
"Machinery","50 to 54","Wisconsin","2023","--","353,004","--","--","--"
"Machinery","50 to 54","Wisconsin","2022","--","361,334","--","--","--"
"Machinery","50 to 54","Wisconsin","2021","--","368,787","--","--","--"
"Machinery","50 to 54","Wisconsin","2020","--","372,426","--","--","--"
"Machinery","50 to 54","Wisconsin","2019","--","372,141","--","--","--"
"Machinery","50 to 54","Wisconsin","2018","--","384,804","--","--","--"
"Machinery","50 to 54","Wyoming","2023","--","32,847","--","--","--"
"Machinery","55 to 59","Alabama","2023","--","319,677","--","--","--"
"Machinery","55 to 59","Alabama","2021","--","334,847","--","--","--"
"Machinery","55 to 59","Alabama","2020","--","342,252","--","--","--"
"Machinery","55 to 59","Alabama","2019","--","336,455","--","--","--"
"Machinery","55 to 59","Alabama","2018","--","336,687","--","--","--"
"Machinery","55 to 59","Arizona","2023","--","426,779","--","--","--"
"Machinery","55 to 59","Arizona","2020","--","443,087","--","--","--"
"Machinery","55 to 59","Arizona","2019","--","446,758","--","--","--"
"Machinery","55 to 59","Arkansas","2023","--","182,264","--","--","--"
"Machinery","55 to 59","Arkansas","2022","--","187,128","--","--","--"
"Machinery","55 to 59","Arkansas","2019","--","198,116","--","--","--"
"Machinery","55 to 59","Arkansas","2018","--","198,116","--","--","--"
"Machinery","55 to 59","California","2023","--","2,358,200","--","--","--"
"Machinery","55 to 59","California","2022","--","2,401,210","--","--","--"
"Machinery","55 to 59","California","2021","--","2,461,317","--","--","--"
"Machinery","55 to 59","California","2020","--","2,513,402","--","--","--"
"Machinery","55 to 59","California","2019","--","2,503,819","--","--","--"
"Machinery","55 to 59","California","2018","--","2,509,460","--","--","--"
"Machinery","55 to 59","Colorado","2022","--","337,221","--","--","--"
"Machinery","55 to 59","Colorado","2021","--","349,054","--","--","--"
"Machinery","55 to 59","Colorado","2020","--","360,066","--","--","--"
"Machinery","55 to 59","Colorado","2019","--","364,757","--","--","--"
"Machinery","55 to 59","Colorado","2018","--","367,494","--","--","--"
"Machinery","55 to 59","Connecticut","2022","--","259,460","--","--","--"
"Machinery","55 to 59","Connecticut","2021","--","266,278","--","--","--"
"Machinery","55 to 59","Florida","2023","--","1,477,106","--","--","--"
"Machinery","55 to 59","Florida","2022","--","1,492,223","--","--","--"
"Machinery","55 to 59","Florida","2021","--","1,499,287","--","--","--"
"Machinery","55 to 59","Florida","2020","--","1,507,470","--","--","--"
"Machinery","55 to 59","Florida","2019","--","1,489,467","--","--","--"
"Machinery","55 to 59","Florida","2018","--","1,467,741","--","--","--"
"Machinery","55 to 59","Georgia","2023","--","685,880","--","--","--"
"Machinery","55 to 59","Georgia","2022","--","692,179","--","--","--"
"Machinery","55 to 59","Georgia","2021","--","698,718","--","--","--"
"Machinery","55 to 59","Georgia","2020","--","702,808","--","--","--"
"Machinery","55 to 59","Georgia","2019","--","691,544","--","--","--"
"Machinery","55 to 59","Georgia","2018","--","682,293","--","--","--"
"Machinery","55 to 59","Hawaii","2022","--","87,877","--","--","--"
"Machinery","55 to 59","Idaho","2023","--","107,665","--","--","--"
"Machinery","55 to 59","Illinois","2023","--","780,461","--","--","--"
"Machinery","55 to 59","Illinois","2022","--","802,347","--","--","--"
"Machinery","55 to 59","Illinois","2021","--","830,153","--","--","--"
"Machinery","55 to 59","Illinois","2020","--","857,455","--","--","--"
"Machinery","55 to 59","Illinois","2019","--","854,020","--","--","--"
"Machinery","55 to 59","Indiana","2023","--","412,417","--","--","--"
"Machinery","55 to 59","Indiana","2022","--","423,867","--","--","--"
"Machinery","55 to 59","Indiana","2020","--","448,157","--","--","--"
"Machinery","55 to 59","Indiana","2019","--","448,450","--","--","--"
"Machinery","55 to 59","Indiana","2018","--","450,752","--","--","--"
"Machinery","55 to 59","Iowa","2023","--","187,561","--","--","--"
"Machinery","55 to 59","Iowa","2022","--","194,114","--","--","--"
"Machinery","55 to 59","Iowa","2021","--","201,466","--","--","--"
"Machinery","55 to 59","Iowa","2019","--","210,886","--","--","--"
"Machinery","55 to 59","Iowa","2018","--","213,884","--","--","--"
"Machinery","55 to 59","Kansas","2022","--","171,630","--","--","--"
"Machinery","55 to 59","Kansas","2020","--","186,407","--","--","--"
"Machinery","55 to 59","Kansas","2019","--","188,564","--","--","--"
"Machinery","55 to 59","Kansas","2018","--","191,456","--","--","--"
"Machinery","55 to 59","Kentucky","2023","--","284,728","--","--","--"
"Machinery","55 to 59","Kentucky","2022","--","292,892","--","--","--"
"Machinery","55 to 59","Kentucky","2021","--","301,240","--","--","--"
"Machinery","55 to 59","Kentucky","2020","--","308,774","--","--","--"
"Machinery","55 to 59","Kentucky","2019","--","306,937","--","--","--"
"Machinery","55 to 59","Kentucky","2018","--","307,567","--","--","--"
"Machinery","55 to 59","Louisiana","2022","--","284,285","--","--","--"
"Machinery","55 to 59","Louisiana","2021","--","295,129","--","--","--"
"Machinery","55 to 59","Louisiana","2020","--","304,734","--","--","--"
"Machinery","55 to 59","Louisiana","2019","--","308,725","--","--","--"
"Machinery","55 to 59","Louisiana","2018","--","312,462","--","--","--"
"Machinery","55 to 59","Maine","2021","--","103,677","--","--","--"
"Machinery","55 to 59","Maine","2018","--","107,148","--","--","--"
"Machinery","55 to 59","Maryland","2019","--","432,115","--","--","--"
"Machinery","55 to 59","Maryland","2018","--","432,468","--","--","--"
"Machinery","55 to 59","Massachusetts","2021","--","494,273","--","--","--"
"Machinery","55 to 59","Massachusetts","2020","--","503,674","--","--","--"
"Machinery","55 to 59","Massachusetts","2018","--","491,957","--","--","--"
"Machinery","55 to 59","Michigan","2023","--","648,732","--","--","--"
"Machinery","55 to 59","Michigan","2022","--","668,457","--","--","--"
"Machinery","55 to 59","Michigan","2021","--","689,530","--","--","--"
"Machinery","55 to 59","Michigan","2020","--","709,475","--","--","--"
"Machinery","55 to 59","Michigan","2019","--","708,252","--","--","--"
"Machinery","55 to 59","Michigan","2018","--","716,292","--","--","--"
"Machinery","55 to 59","Minnesota","2023","--","346,901","--","--","--"
"Machinery","55 to 59","Minnesota","2022","--","360,263","--","--","--"
"Machinery","55 to 59","Minnesota","2021","--","375,173","--","--","--"
"Machinery","55 to 59","Minnesota","2020","--","389,209","--","--","--"
"Machinery","55 to 59","Minnesota","2019","--","391,115","--","--","--"
"Machinery","55 to 59","Mississippi","2023","--","178,807","--","--","--"
"Machinery","55 to 59","Mississippi","2022","--","183,513","--","--","--"
"Machinery","55 to 59","Mississippi","2021","--","189,507","--","--","--"
"Machinery","55 to 59","Mississippi","2020","--","195,042","--","--","--"
"Machinery","55 to 59","Mississippi","2019","--","197,261","--","--","--"
"Machinery","55 to 59","Mississippi","2018","--","198,517","--","--","--"
"Machinery","55 to 59","Missouri","2023","--","374,950","--","--","--"
"Machinery","55 to 59","Missouri","2022","--","389,228","--","--","--"
"Machinery","55 to 59","Missouri","2021","--","405,346","--","--","--"
"Machinery","55 to 59","Missouri","2020","--","420,370","--","--","--"
"Machinery","55 to 59","Missouri","2019","--","425,989","--","--","--"
"Machinery","55 to 59","Missouri","2018","--","429,800","--","--","--"
"Machinery","55 to 59","Montana","2023","--","64,541","--","--","--"
"Machinery","55 to 59","Montana","2018","--","74,630","--","--","--"
"Machinery","55 to 59","Nevada","2020","--","201,278","--","--","--"
"Machinery","55 to 59","Nevada","2019","--","198,066","--","--","--"
"Machinery","55 to 59","New Hampshire","2023","--","101,992","--","--","--"
"Machinery","55 to 59","New Hampshire","2020","--","111,257","--","--","--"
"Machinery","55 to 59","New Jersey","2022","--","641,594","--","--","--"
"Machinery","55 to 59","New Jersey","2021","--","657,632","--","--","--"
"Machinery","55 to 59","New Mexico","2021","--","131,522","--","--","--"
"Machinery","55 to 59","New Mexico","2019","--","137,328","--","--","--"
"Machinery","55 to 59","New York","2023","--","1,287,994","--","--","--"
"Machinery","55 to 59","New York","2022","--","1,327,416","--","--","--"
"Machinery","55 to 59","New York","2021","--","1,366,504","--","--","--"
"Machinery","55 to 59","New York","2020","--","1,400,488","--","--","--"
"Machinery","55 to 59","New York","2019","--","1,349,292","--","--","--"
"Machinery","55 to 59","New York","2018","--","1,357,999","--","--","--"
"Machinery","55 to 59","North Carolina","2023","--","683,841","--","--","--"
"Machinery","55 to 59","North Carolina","2021","--","694,684","--","--","--"
"Machinery","55 to 59","North Carolina","2020","--","700,037","--","--","--"
"Machinery","55 to 59","North Carolina","2019","--","703,387","--","--","--"
"Machinery","55 to 59","North Carolina","2018","--","695,765","--","--","--"
"Machinery","55 to 59","North Dakota","2022","--","42,248","--","--","--"
"Machinery","55 to 59","North Dakota","2020","--","46,722","--","--","--"
"Machinery","55 to 59","Ohio","2023","--","735,505","--","--","--"
"Machinery","55 to 59","Ohio","2022","--","757,095","--","--","--"
"Machinery","55 to 59","Ohio","2021","--","782,397","--","--","--"
"Machinery","55 to 59","Ohio","2020","--","807,469","--","--","--"
"Machinery","55 to 59","Ohio","2019","--","808,275","--","--","--"
"Machinery","55 to 59","Ohio","2018","--","821,111","--","--","--"
"Machinery","55 to 59","Oklahoma","2023","--","224,782","--","--","--"
"Machinery","55 to 59","Oklahoma","2021","--","239,891","--","--","--"
"Machinery","55 to 59","Oklahoma","2019","--","252,834","--","--","--"
"Machinery","55 to 59","Oklahoma","2018","--","254,891","--","--","--"
"Machinery","55 to 59","Oregon","2022","--","249,581","--","--","--"
"Machinery","55 to 59","Oregon","2021","--","257,694","--","--","--"
"Machinery","55 to 59","Oregon","2019","--","266,650","--","--","--"
"Machinery","55 to 59","Oregon","2018","--","269,780","--","--","--"
"Machinery","55 to 59","Pennsylvania","2023","--","843,283","--","--","--"
"Machinery","55 to 59","Pennsylvania","2022","--","868,768","--","--","--"
"Machinery","55 to 59","Pennsylvania","2021","--","895,304","--","--","--"
"Machinery","55 to 59","Pennsylvania","2020","--","920,546","--","--","--"
"Machinery","55 to 59","Pennsylvania","2019","--","909,729","--","--","--"
"Machinery","55 to 59","Rhode Island","2021","--","78,274","--","--","--"
"Machinery","55 to 59","Rhode Island","2019","--","76,466","--","--","--"
"Machinery","55 to 59","South Carolina","2023","--","342,045","--","--","--"
"Machinery","55 to 59","South Carolina","2022","--","344,671","--","--","--"
"Machinery","55 to 59","South Carolina","2021","--","346,553","--","--","--"
"Machinery","55 to 59","South Carolina","2020","--","348,219","--","--","--"
"Machinery","55 to 59","South Carolina","2019","--","350,252","--","--","--"
"Machinery","55 to 59","South Dakota","2023","--","52,106","--","--","--"
"Machinery","55 to 59","Tennessee","2023","--","447,577","--","--","--"
"Machinery","55 to 59","Tennessee","2022","--","454,355","--","--","--"
"Machinery","55 to 59","Tennessee","2021","--","460,235","--","--","--"
"Machinery","55 to 59","Tennessee","2020","--","465,340","--","--","--"
"Machinery","55 to 59","Tennessee","2019","--","459,940","--","--","--"
"Machinery","55 to 59","Tennessee","2018","--","456,148","--","--","--"
"Machinery","55 to 59","Texas","2023","--","1,686,608","--","--","--"
"Machinery","55 to 59","Texas","2022","--","1,695,761","--","--","--"
"Machinery","55 to 59","Texas","2021","--","1,714,253","--","--","--"
"Machinery","55 to 59","Texas","2020","--","1,730,871","--","--","--"
"Machinery","55 to 59","Texas","2019","--","1,719,371","--","--","--"
"Machinery","55 to 59","Texas","2018","--","1,707,712","--","--","--"
"Machinery","55 to 59","Utah","2023","--","152,963","--","--","--"
"Machinery","55 to 59","Vermont","2020","--","48,335","--","--","--"
"Machinery","55 to 59","Vermont","2018","--","48,477","--","--","--"
"Machinery","55 to 59","Virginia","2023","--","548,913","--","--","--"
"Machinery","55 to 59","Virginia","2022","--","562,985","--","--","--"
"Machinery","55 to 59","Virginia","2021","--","577,651","--","--","--"
"Machinery","55 to 59","Virginia","2020","--","589,491","--","--","--"
"Machinery","55 to 59","Virginia","2019","--","584,742","--","--","--"
"Machinery","55 to 59","Virginia","2018","--","582,827","--","--","--"
"Machinery","55 to 59","Washington","2021","--","474,351","--","--","--"
"Machinery","55 to 59","Washington","2018","--","491,334","--","--","--"
"Machinery","55 to 59","West Virginia","2021","--","120,633","--","--","--"
"Machinery","55 to 59","West Virginia","2018","--","127,451","--","--","--"
"Machinery","55 to 59","Wisconsin","2023","--","383,604","--","--","--"
"Machinery","55 to 59","Wisconsin","2022","--","397,152","--","--","--"
"Machinery","55 to 59","Wisconsin","2020","--","423,434","--","--","--"
"Machinery","55 to 59","Wisconsin","2019","--","422,318","--","--","--"
"Machinery","55 to 59","Wisconsin","2018","--","425,928","--","--","--"
"Machinery","55 to 59","Wyoming","2022","--","33,631","--","--","--"
"Machinery","55 to 59","Wyoming","2021","--","35,142","--","--","--"
"Machinery","60 to 64","Alabama","2020","--","330,916","--","--","--"
"Machinery","60 to 64","Alabama","2018","--","318,376","--","--","--"
"Machinery","60 to 64","Arizona","2022","--","451,167","--","--","--"
"Machinery","60 to 64","Arizona","2021","--","447,052","--","--","--"
"Machinery","60 to 64","Arizona","2019","--","433,564","--","--","--"
"Machinery","60 to 64","Arkansas","2022","--","192,100","--","--","--"
"Machinery","60 to 64","Arkansas","2021","--","190,991","--","--","--"
"Machinery","60 to 64","Arkansas","2019","--","187,875","--","--","--"
"Machinery","60 to 64","Arkansas","2018","--","186,003","--","--","--"
"Machinery","60 to 64","California","2023","--","2,318,128","--","--","--"
"Machinery","60 to 64","California","2022","--","2,321,925","--","--","--"
"Machinery","60 to 64","California","2021","--","2,327,961","--","--","--"
"Machinery","60 to 64","California","2020","--","2,319,766","--","--","--"
"Machinery","60 to 64","California","2019","--","2,273,197","--","--","--"
"Machinery","60 to 64","California","2018","--","2,253,633","--","--","--"
"Machinery","60 to 64","Colorado","2022","--","351,133","--","--","--"
"Machinery","60 to 64","Connecticut","2020","--","252,546","--","--","--"
"Machinery","60 to 64","Florida","2023","--","1,550,192","--","--","--"
"Machinery","60 to 64","Florida","2022","--","1,519,046","--","--","--"
"Machinery","60 to 64","Florida","2021","--","1,481,372","--","--","--"
"Machinery","60 to 64","Florida","2020","--","1,444,052","--","--","--"
"Machinery","60 to 64","Florida","2019","--","1,408,052","--","--","--"
"Machinery","60 to 64","Georgia","2023","--","659,606","--","--","--"
"Machinery","60 to 64","Georgia","2021","--","641,409","--","--","--"
"Machinery","60 to 64","Georgia","2020","--","630,741","--","--","--"
"Machinery","60 to 64","Georgia","2019","--","616,177","--","--","--"
"Machinery","60 to 64","Hawaii","2019","--","89,231","--","--","--"
"Machinery","60 to 64","Idaho","2021","--","116,440","--","--","--"
"Machinery","60 to 64","Idaho","2020","--","112,667","--","--","--"
"Machinery","60 to 64","Illinois","2023","--","803,562","--","--","--"
"Machinery","60 to 64","Illinois","2020","--","820,439","--","--","--"
"Machinery","60 to 64","Illinois","2019","--","802,804","--","--","--"
"Machinery","60 to 64","Illinois","2018","--","796,674","--","--","--"
