"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Tennessee","47","Bachelor's degree (BA, AB, BS)","6",14393
,"Tennessee","47","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6095
,"Tennessee","47","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1886
,"Tennessee","47","Unknown or Not Stated","Unk",637
,"Tennessee","47","Excluded","Exc",0
,"Tennessee","47","Not Reported","NR",0
,"Texas","48","8th grade or less","1",11958
,"Texas","48","9th through 12th grade with no diploma","2",50716
,"Texas","48","High school graduate or GED completed","3",105680
,"Texas","48","Some college credit, but not a degree","4",79731
,"Texas","48","Associate degree (AA, AS)","5",24990
,"Texas","48","Bachelor's degree (BA, AB, BS)","6",70725
,"Texas","48","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",26381
,"Texas","48","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",7873
,"Texas","48","Unknown or Not Stated","Unk",570
,"Texas","48","Excluded","Exc",0
,"Texas","48","Not Reported","NR",0
,"Utah","49","8th grade or less","1",632
,"Utah","49","9th through 12th grade with no diploma","2",3074
,"Utah","49","High school graduate or GED completed","3",9322
,"Utah","49","Some college credit, but not a degree","4",11451
,"Utah","49","Associate degree (AA, AS)","5",5188
,"Utah","49","Bachelor's degree (BA, AB, BS)","6",12978
,"Utah","49","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2656
,"Utah","49","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",616
,"Utah","49","Unknown or Not Stated","Unk",1292
,"Utah","49","Excluded","Exc",0
,"Utah","49","Not Reported","NR",0
,"Vermont","50","8th grade or less","1",41
,"Vermont","50","9th through 12th grade with no diploma","2",370
,"Vermont","50","High school graduate or GED completed","3",1302
,"Vermont","50","Some college credit, but not a degree","4",982
,"Vermont","50","Associate degree (AA, AS)","5",448
,"Vermont","50","Bachelor's degree (BA, AB, BS)","6",1341
,"Vermont","50","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",692
,"Vermont","50","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",214
,"Vermont","50","Unknown or Not Stated","Unk",42
,"Vermont","50","Excluded","Exc",0
,"Vermont","50","Not Reported","NR",0
,"Virginia","51","8th grade or less","1",2830
,"Virginia","51","9th through 12th grade with no diploma","2",5937
,"Virginia","51","High school graduate or GED completed","3",26646
,"Virginia","51","Some college credit, but not a degree","4",17297
,"Virginia","51","Associate degree (AA, AS)","5",7084
,"Virginia","51","Bachelor's degree (BA, AB, BS)","6",22572
,"Virginia","51","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12795
,"Virginia","51","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3460
,"Virginia","51","Unknown or Not Stated","Unk",1222
,"Virginia","51","Excluded","Exc",0
,"Virginia","51","Not Reported","NR",0
,"Washington","53","8th grade or less","1",2010
,"Washington","53","9th through 12th grade with no diploma","2",7075
,"Washington","53","High school graduate or GED completed","3",18640
,"Washington","53","Some college credit, but not a degree","4",18566
,"Washington","53","Associate degree (AA, AS)","5",8481
,"Washington","53","Bachelor's degree (BA, AB, BS)","6",18824
,"Washington","53","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",8434
,"Washington","53","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2540
,"Washington","53","Unknown or Not Stated","Unk",1515
,"Washington","53","Excluded","Exc",0
,"Washington","53","Not Reported","NR",0
,"West Virginia","54","8th grade or less","1",190
,"West Virginia","54","9th through 12th grade with no diploma","2",2143
,"West Virginia","54","High school graduate or GED completed","3",5905
,"West Virginia","54","Some college credit, but not a degree","4",3978
,"West Virginia","54","Associate degree (AA, AS)","5",1856
,"West Virginia","54","Bachelor's degree (BA, AB, BS)","6",2525
,"West Virginia","54","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1167
,"West Virginia","54","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",386
,"West Virginia","54","Unknown or Not Stated","Unk",98
,"West Virginia","54","Excluded","Exc",0
,"West Virginia","54","Not Reported","NR",0
,"Wisconsin","55","8th grade or less","1",2271
,"Wisconsin","55","9th through 12th grade with no diploma","2",4275
,"Wisconsin","55","High school graduate or GED completed","3",16035
,"Wisconsin","55","Some college credit, but not a degree","4",11284
,"Wisconsin","55","Associate degree (AA, AS)","5",7083
,"Wisconsin","55","Bachelor's degree (BA, AB, BS)","6",15717
,"Wisconsin","55","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5345
,"Wisconsin","55","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1704
,"Wisconsin","55","Unknown or Not Stated","Unk",384
,"Wisconsin","55","Excluded","Exc",0
,"Wisconsin","55","Not Reported","NR",0
,"Wyoming","56","8th grade or less","1",80
,"Wyoming","56","9th through 12th grade with no diploma","2",555
,"Wyoming","56","High school graduate or GED completed","3",1592
,"Wyoming","56","Some college credit, but not a degree","4",1706
,"Wyoming","56","Associate degree (AA, AS)","5",766
,"Wyoming","56","Bachelor's degree (BA, AB, BS)","6",1175
,"Wyoming","56","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",467
,"Wyoming","56","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",133
,"Wyoming","56","Unknown or Not Stated","Unk",88
,"Wyoming","56","Excluded","Exc",0
,"Wyoming","56","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2018"
"Group By: State of Residence; Mother's Education"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 15, 2026 8:40:20 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 15, 2026 8:40:20 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
