"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Tennessee","47","Bachelor's degree (BA, AB, BS)","6",16917
,"Tennessee","47","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7010
,"Tennessee","47","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2164
,"Tennessee","47","Unknown or Not Stated","Unk",487
,"Tennessee","47","Excluded","Exc",0
,"Tennessee","47","Not Reported","NR",0
,"Texas","48","8th grade or less","1",11724
,"Texas","48","9th through 12th grade with no diploma","2",37850
,"Texas","48","High school graduate or GED completed","3",119276
,"Texas","48","Some college credit, but not a degree","4",71669
,"Texas","48","Associate degree (AA, AS)","5",27259
,"Texas","48","Bachelor's degree (BA, AB, BS)","6",77448
,"Texas","48","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",31020
,"Texas","48","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",8585
,"Texas","48","Unknown or Not Stated","Unk",3114
,"Texas","48","Excluded","Exc",0
,"Texas","48","Not Reported","NR",0
,"Utah","49","8th grade or less","1",558
,"Utah","49","9th through 12th grade with no diploma","2",2465
,"Utah","49","High school graduate or GED completed","3",9606
,"Utah","49","Some college credit, but not a degree","4",10007
,"Utah","49","Associate degree (AA, AS)","5",4611
,"Utah","49","Bachelor's degree (BA, AB, BS)","6",13234
,"Utah","49","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3250
,"Utah","49","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",743
,"Utah","49","Unknown or Not Stated","Unk",545
,"Utah","49","Excluded","Exc",0
,"Utah","49","Not Reported","NR",0
,"Vermont","50","8th grade or less","1",50
,"Vermont","50","9th through 12th grade with no diploma","2",286
,"Vermont","50","High school graduate or GED completed","3",1110
,"Vermont","50","Some college credit, but not a degree","4",800
,"Vermont","50","Associate degree (AA, AS)","5",335
,"Vermont","50","Bachelor's degree (BA, AB, BS)","6",1428
,"Vermont","50","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",805
,"Vermont","50","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",234
,"Vermont","50","Unknown or Not Stated","Unk",17
,"Vermont","50","Excluded","Exc",0
,"Vermont","50","Not Reported","NR",0
,"Virginia","51","8th grade or less","1",3408
,"Virginia","51","9th through 12th grade with no diploma","2",5042
,"Virginia","51","High school graduate or GED completed","3",23605
,"Virginia","51","Some college credit, but not a degree","4",13353
,"Virginia","51","Associate degree (AA, AS)","5",6716
,"Virginia","51","Bachelor's degree (BA, AB, BS)","6",22808
,"Virginia","51","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12458
,"Virginia","51","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3449
,"Virginia","51","Unknown or Not Stated","Unk",1810
,"Virginia","51","Excluded","Exc",0
,"Virginia","51","Not Reported","NR",0
,"Washington","53","8th grade or less","1",1678
,"Washington","53","9th through 12th grade with no diploma","2",5607
,"Washington","53","High school graduate or GED completed","3",17179
,"Washington","53","Some college credit, but not a degree","4",15033
,"Washington","53","Associate degree (AA, AS)","5",7460
,"Washington","53","Bachelor's degree (BA, AB, BS)","6",18570
,"Washington","53","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10099
,"Washington","53","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2692
,"Washington","53","Unknown or Not Stated","Unk",2614
,"Washington","53","Excluded","Exc",0
,"Washington","53","Not Reported","NR",0
,"West Virginia","54","8th grade or less","1",148
,"West Virginia","54","9th through 12th grade with no diploma","2",1621
,"West Virginia","54","High school graduate or GED completed","3",5667
,"West Virginia","54","Some college credit, but not a degree","4",3235
,"West Virginia","54","Associate degree (AA, AS)","5",1651
,"West Virginia","54","Bachelor's degree (BA, AB, BS)","6",2666
,"West Virginia","54","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1168
,"West Virginia","54","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",385
,"West Virginia","54","Unknown or Not Stated","Unk",65
,"West Virginia","54","Excluded","Exc",0
,"West Virginia","54","Not Reported","NR",0
,"Wisconsin","55","8th grade or less","1",2566
,"Wisconsin","55","9th through 12th grade with no diploma","2",3240
,"Wisconsin","55","High school graduate or GED completed","3",14509
,"Wisconsin","55","Some college credit, but not a degree","4",9011
,"Wisconsin","55","Associate degree (AA, AS)","5",6197
,"Wisconsin","55","Bachelor's degree (BA, AB, BS)","6",16087
,"Wisconsin","55","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5611
,"Wisconsin","55","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1953
,"Wisconsin","55","Unknown or Not Stated","Unk",580
,"Wisconsin","55","Excluded","Exc",0
,"Wisconsin","55","Not Reported","NR",0
,"Wyoming","56","8th grade or less","1",62
,"Wyoming","56","9th through 12th grade with no diploma","2",448
,"Wyoming","56","High school graduate or GED completed","3",1489
,"Wyoming","56","Some college credit, but not a degree","4",1340
,"Wyoming","56","Associate degree (AA, AS)","5",785
,"Wyoming","56","Bachelor's degree (BA, AB, BS)","6",1167
,"Wyoming","56","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",409
,"Wyoming","56","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",160
,"Wyoming","56","Unknown or Not Stated","Unk",130
,"Wyoming","56","Excluded","Exc",0
,"Wyoming","56","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2023"
"Group By: State of Residence; Mother's Education"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 16, 2026 2:35:10 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 16, 2026 2:35:10 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
