"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"Tennessee","47","Bachelor's degree (BA, AB, BS)","6",14637
,"Tennessee","47","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6034
,"Tennessee","47","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1792
,"Tennessee","47","Unknown or Not Stated","Unk",478
,"Tennessee","47","Excluded","Exc",0
,"Tennessee","47","Not Reported","NR",0
,"Texas","48","8th grade or less","1",12754
,"Texas","48","9th through 12th grade with no diploma","2",46208
,"Texas","48","High school graduate or GED completed","3",107476
,"Texas","48","Some college credit, but not a degree","4",79441
,"Texas","48","Associate degree (AA, AS)","5",24938
,"Texas","48","Bachelor's degree (BA, AB, BS)","6",70820
,"Texas","48","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",27101
,"Texas","48","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",7884
,"Texas","48","Unknown or Not Stated","Unk",977
,"Texas","48","Excluded","Exc",0
,"Texas","48","Not Reported","NR",0
,"Utah","49","8th grade or less","1",561
,"Utah","49","9th through 12th grade with no diploma","2",2840
,"Utah","49","High school graduate or GED completed","3",9225
,"Utah","49","Some college credit, but not a degree","4",11243
,"Utah","49","Associate degree (AA, AS)","5",4926
,"Utah","49","Bachelor's degree (BA, AB, BS)","6",13140
,"Utah","49","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2694
,"Utah","49","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",630
,"Utah","49","Unknown or Not Stated","Unk",1567
,"Utah","49","Excluded","Exc",0
,"Utah","49","Not Reported","NR",0
,"Vermont","50","8th grade or less","1",48
,"Vermont","50","9th through 12th grade with no diploma","2",317
,"Vermont","50","High school graduate or GED completed","3",1254
,"Vermont","50","Some college credit, but not a degree","4",987
,"Vermont","50","Associate degree (AA, AS)","5",370
,"Vermont","50","Bachelor's degree (BA, AB, BS)","6",1349
,"Vermont","50","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",797
,"Vermont","50","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",207
,"Vermont","50","Unknown or Not Stated","Unk",32
,"Vermont","50","Excluded","Exc",0
,"Vermont","50","Not Reported","NR",0
,"Virginia","51","8th grade or less","1",2743
,"Virginia","51","9th through 12th grade with no diploma","2",5451
,"Virginia","51","High school graduate or GED completed","3",25988
,"Virginia","51","Some college credit, but not a degree","4",16558
,"Virginia","51","Associate degree (AA, AS)","5",7064
,"Virginia","51","Bachelor's degree (BA, AB, BS)","6",22222
,"Virginia","51","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12611
,"Virginia","51","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3319
,"Virginia","51","Unknown or Not Stated","Unk",1473
,"Virginia","51","Excluded","Exc",0
,"Virginia","51","Not Reported","NR",0
,"Washington","53","8th grade or less","1",1810
,"Washington","53","9th through 12th grade with no diploma","2",6641
,"Washington","53","High school graduate or GED completed","3",18217
,"Washington","53","Some college credit, but not a degree","4",18294
,"Washington","53","Associate degree (AA, AS)","5",8234
,"Washington","53","Bachelor's degree (BA, AB, BS)","6",18544
,"Washington","53","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",8745
,"Washington","53","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2516
,"Washington","53","Unknown or Not Stated","Unk",1894
,"Washington","53","Excluded","Exc",0
,"Washington","53","Not Reported","NR",0
,"West Virginia","54","8th grade or less","1",169
,"West Virginia","54","9th through 12th grade with no diploma","2",2076
,"West Virginia","54","High school graduate or GED completed","3",6161
,"West Virginia","54","Some college credit, but not a degree","4",3768
,"West Virginia","54","Associate degree (AA, AS)","5",1816
,"West Virginia","54","Bachelor's degree (BA, AB, BS)","6",2619
,"West Virginia","54","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1117
,"West Virginia","54","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",374
,"West Virginia","54","Unknown or Not Stated","Unk",36
,"West Virginia","54","Excluded","Exc",0
,"West Virginia","54","Not Reported","NR",0
,"Wisconsin","55","8th grade or less","1",2277
,"Wisconsin","55","9th through 12th grade with no diploma","2",4039
,"Wisconsin","55","High school graduate or GED completed","3",15792
,"Wisconsin","55","Some college credit, but not a degree","4",10985
,"Wisconsin","55","Associate degree (AA, AS)","5",6854
,"Wisconsin","55","Bachelor's degree (BA, AB, BS)","6",15756
,"Wisconsin","55","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5407
,"Wisconsin","55","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1730
,"Wisconsin","55","Unknown or Not Stated","Unk",430
,"Wisconsin","55","Excluded","Exc",0
,"Wisconsin","55","Not Reported","NR",0
,"Wyoming","56","8th grade or less","1",59
,"Wyoming","56","9th through 12th grade with no diploma","2",556
,"Wyoming","56","High school graduate or GED completed","3",1637
,"Wyoming","56","Some college credit, but not a degree","4",1580
,"Wyoming","56","Associate degree (AA, AS)","5",814
,"Wyoming","56","Bachelor's degree (BA, AB, BS)","6",1211
,"Wyoming","56","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",503
,"Wyoming","56","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",146
,"Wyoming","56","Unknown or Not Stated","Unk",59
,"Wyoming","56","Excluded","Exc",0
,"Wyoming","56","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"Year: 2019"
"Group By: State of Residence; Mother's Education"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 15, 2026 9:12:39 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 15, 2026 9:12:39 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
